best_place_to_work,company_anual_budget,company_month_budget,company_value,company_value_no_abbreviate,contact_email,continent,country,employee_count,employee_satisfaction,glassdoor_clasification,hiring,id,industry,min_work_hour,name,open_projects,phone_number,province,remote_friendly,rest_days,salary_anual_budget,salary_anual_budget_percentage,size_category,total_work_hours,url_best_place_to_work,work_days
true,187034.86,15586.238333333333,492.20K,492197.0,crestlattice@falsegmail.com,América,Chile,6,-21%,1.29,false,254,Real Estate,4,Crest Lattice,10.0,+1 255-647-8630,Tarapacá,true,2,147659.1,30%,micro,44,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
false,25042122.0,1926317.076923077,62.61M,62605305.0,brightzerogravity@falsegmail.com,América,Colombia,204,38%,3.97,false,255,Energy,3,Bright Zero Gravity,820.0,+235 19-985-8391,César,false,4,16903432.35,27%,medium,30,,10
false,3711084.8,265077.4857142857,23.19M,23194280.0,edgecommunications@falsegmail.com,Australia y Oceanía,French Polynesia,80,7%,2.21,true,256,Education,6,Edge Communications,210.0,+00 609-532-3439,Moquegua,false,3,3479142.0,15%,medium,54,,9
true,293748.68571428565,20982.048979591833,1.55M,1546045.714285714,northdistribution@falsegmail.com,África,Western Sahara,12,38%,3.71,true,257,Education,11,North Distribution,24.0,+966 155-586-6727,Adygeya,true,11,293748.68571428565,19%,small,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,2301836.4,255759.59999999998,11.51M,11509182.0,upliftassociates@falsegmail.com,Europa,Latvia,126,-25%,1.92,true,258,Food & Beverage,9,Uplift Associates,182.0,+223 431-881-6879,Latviya,false,2,2877295.5,25%,medium,81,,9
true,96831.6475,8802.877045454547,236.17K,236174.75,vibeglobal@falsegmail.com,Asia,Macao,7,34%,5.39,true,259,Energy,11,Vibe Global,22.0,+373 992-366-2416,Orizari,true,3,68490.6775,29%,micro,88,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,9394062.079999998,722620.1599999999,24.09M,24087338.666666664,flickerbeacon@falsegmail.com,Australia y Oceanía,Papua New Guinea,64,-40%,2.3,true,260,Energy,7,Flicker Beacon,313.0,+351 341-309-7722,Chiriquí,false,2,3372227.413333333,14%,medium,84,,12
true,1220494.08,122049.40800000001,3.81M,3814044.0,kineticlogic@falsegmail.com,América,Chile,36,13%,1.05,false,261,Telecommunications,12,Kinetic Logic,79.0,+1 516-801-6349,Tarapacá,false,8,1601898.48,42%,small,48,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
false,83975753.268,8397575.3268,254.47M,254471979.6,glowhollow@falsegmail.com,América,Canada,963,56%,2.01,false,262,Education,3,Glow Hollow,4461.0,+855 153-737-3826,Yukon Territory,true,4,61073275.103999995,24%,large,24,,8
false,2105896.96,191445.1781818182,6.58M,6580928.0,radiantmarketing@falsegmail.com,Europa,Latvia,64,37%,2.44,false,263,Entertainment,3,Radiant Marketing,86.0,+223 81-308-5975,Latviya,true,4,2961417.6,45%,small,33,,11
true,3666872401.28,333352036.48,11.46B,11458976254.0,globalenterprise@falsegmail.com,África,Réunion,11897,1%,3.36,false,264,Telecommunications,10,Global Enterprise,28477.0,+1 784 924-625-2807,La Romana,false,6,1833436200.64,16%,extra,90,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
true,127996.06,12799.606,752.92K,752918.0,pulseconsulting@falsegmail.com,Asia,Monaco,14,39%,5.49,true,265,Technology,11,Pulse Consulting,25.0,+52 226-432-2509,not data yet,true,8,331283.92,44%,micro,55,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,329986.46875,36665.163194444445,1.14M,1137884.375,apexdata@falsegmail.com,América,Canada,25,-23%,3.75,true,266,Education,5,Apex Data,75.0,+855 918-110-2289,Nova Scotia,true,2,386880.6875,34%,small,70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,14
false,552707.78,46058.98166666667,1.18M,1175974.0,northindustries@falsegmail.com,Australia y Oceanía,Papua New Guinea,12,44%,2.86,true,267,Logistics,10,North Industries,59.0,+351 362-389-4777,Darién,false,14,176396.1,15%,small,80,,8
false,140355.45,14035.545000000002,311.90K,311901.0,wavelengthsanctuary@falsegmail.com,Australia y Oceanía,French Polynesia,5,21%,2.55,true,268,Aerospace,5,Wavelength Sanctuary,8.0,+00 135-866-7224,Junín,false,4,137236.44,44%,micro,35,,7
false,86095.65,6622.742307692307,226.57K,226567.5,ultraharbor@falsegmail.com,Asia,Monaco,6,-15%,2.45,true,269,Technology,6,Ultra Harbor,10.0,+52 22-453-9050,not data yet,false,5,88361.325,39%,micro,84,,14
false,703679.68125,54129.20625,4.69M,4691197.875,visionspace@falsegmail.com,Europa,Svalbard and Jan Mayen,43,6%,4.21,true,270,Nonprofit,8,Vision Space,178.0,+66 426-111-9918,Solothurn,false,3,2064127.065,44%,small,72,,9
false,85348.89,6096.3492857142855,275.32K,275319.0,futurelinkage@falsegmail.com,América,Chile,11,27%,3.56,false,271,Agriculture,12,Future Linkage,28.0,+1 86-623-5960,Atacama,false,5,88102.08,32%,micro,36,,3
true,304703.07,23438.697692307695,1.79M,1792371.0,luciddigital@falsegmail.com,Europa,Macedonia,28,-12%,4.41,true,272,Legal Services,9,Lucid Digital,91.0,+377 285-260-4851,Madagascar,true,5,788643.24,44%,small,126,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,14
true,94692.96800000001,7891.080666666668,201.47K,201474.40000000002,mergecircuit@falsegmail.com,Europa,Macedonia,8,26%,3.13,true,273,Aerospace,6,Merge Circuit,34.0,+377 809-530-6825,Madagascar,false,4,88648.73600000002,44%,micro,36,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,590320433.12,49193369.42666667,2.68B,2683274696.0,iswhisperwind@falsegmail.com,América,Argentina,4491,27%,4.89,false,274,Construction,12,Is Whisper Wind,15446.0,+54 258-455-6864,Salta,true,4,804982408.8,30%,extra,96,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,3802820028.49,292524617.5761538,9.05B,9054333401.166666,risespot@falsegmail.com,Europa,Germany,5677,-9%,1.64,true,275,Automotive,6,Rise Spot,10575.0,+355 187-309-9880,Thüringen,true,1,1358150010.175,15%,extra,60,,10
false,4663121406.72,358701646.6707693,9.71B,9714836264.0,claritytech@falsegmail.com,América,Mexico,6788,20%,1.91,true,276,Real Estate,12,Clarity Tech,14539.0,+262 441-643-7456,Diekirch,false,4,1457225439.6,15%,extra,36,,3
true,86051908319.776,9561323146.641777,452.90B,452904780630.39996,futurewhisperwind@falsegmail.com,Europa,Svalbard and Jan Mayen,165328,40%,3.13,true,277,Aerospace,10,Future Whisper Wind,772292.0,+66 911-158-9574,Basel-Landschaft,true,11,158516673220.63998,35%,global,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,3161489778.5625,225820698.46875,6.32B,6322979557.125,gliderapidfire@falsegmail.com,América,Suriname,5607,7%,1.4,false,278,Legal Services,11,Glide Rapid Fire,12086.0,+255 692-612-5421,Vastmanlands Lan,true,3,2782111005.135,44%,extra,77,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
true,14687.82,1223.985,81.60K,81599.0,glidezenith@falsegmail.com,Europa,Latvia,2,30%,2.16,false,279,Transportation,10,Glide Zenith,8.0,+223 359-283-2491,Latviya,true,4,28559.65,35%,micro,30,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,3
false,52352.25,5816.916666666667,209.41K,209409.0,cleardigital@falsegmail.com,América,Suriname,8,22%,2.22,false,280,Healthcare,8,Clear Digital,13.0,+255 314-764-2288,Norrbottens Lan,true,3,60728.61,29%,micro,48,,6
true,14742.722222222223,1228.5601851851852,56.70K,56702.77777777778,greenconsulting@falsegmail.com,América,Canada,5,51%,3.89,false,281,Hospitality,12,Green Consulting,7.0,+855 111-762-3981,Saskatchewan,false,12,15876.77777777778,28%,micro,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,27113.057142857142,1936.64693877551,159.49K,159488.57142857142,blueservices@falsegmail.com,América,Suriname,3,32%,4.35,true,282,Construction,13,Blue Services,11.0,+255 387-611-4413,Blekinge Lan,true,12,52631.228571428575,33%,micro,78,,6
true,24456.947999999997,2038.0789999999997,71.93K,71932.2,corehaven@falsegmail.com,Australia y Oceanía,French Polynesia,3,0%,3.88,false,283,Logistics,7,Core Haven,12.0,+00 102-319-8790,Lambayeque,false,5,32369.49,45%,micro,70,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
true,2368943.22,215358.47454545458,4.83M,4834578.0,keendeepfocus@falsegmail.com,Australia y Oceanía,Vanuatu,42,-20%,1.78,false,284,Nonprofit,9,Keen Deep Focus,163.0,+58 327-822-5432,Guárico,true,2,1450373.4,30%,small,99,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
false,65679.232,5970.839272727273,152.74K,152742.4,originvision@falsegmail.com,América,United States of America,8,4%,1.39,false,285,Healthcare,8,Origin Vision,31.0,+20 79-403-4053,California,false,3,50404.992,33%,micro,64,,8
false,868159085504.88,86815908550.488,2.80T,2800513179048.0,unitylogic@falsegmail.com,América,Colombia,293880,11%,2.38,true,286,Agriculture,4,Unity Logic,441992.0,+235 101-467-7659,Caldas,true,1,924169349085.84,33%,global,24,,6
true,6600920.177142858,550076.6814285715,34.74M,34741685.14285714,halomatrix@falsegmail.com,Australia y Oceanía,Vanuatu,174,34%,5.12,false,287,Real Estate,5,Halo Matrix,713.0,+58 2-726-1273,Trujillo,true,1,9380254.988571428,27%,medium,25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,2646836768.24,220569730.68666664,5.63B,5631567592.0,luxezerogravity@falsegmail.com,Asia,Macao,7928,34%,4.7,true,288,Automotive,4,Luxe Zero Gravity,38312.0,+373 258-587-8651,Lipkovo,true,4,2196311360.88,39%,extra,16,,4
true,1115646.0466666666,85818.92666666667,4.29M,4290946.333333333,imsweetpotato@falsegmail.com,África,Réunion,29,-17%,3.14,false,289,Aerospace,6,Im Sweet Potato,104.0,+1 784 242-619-4609,Puerto Plata,true,1,1072736.5833333333,25%,small,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
true,3550091387.7333326,394454598.637037,8.88B,8875228469.333332,safeconsulting@falsegmail.com,América,Brazil,11072,9%,4.41,false,290,Food & Beverage,7,Safe Consulting,49207.0,+267 19-804-6269,Maranhao,false,3,2485063971.413333,28%,extra,77,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
true,1603465.731,133622.14424999998,5.17M,5172470.1,fastmind@falsegmail.com,África,Réunion,63,9%,1.52,false,291,Legal Services,7,Fast Mind,149.0,+1 784 970-197-2954,Monte Cristi,true,5,775870.515,15%,small,42,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
true,17049785.22,1311521.94,41.58M,41584842.0,strideurbanedge@falsegmail.com,Europa,Latvia,234,12%,5.12,false,292,Nonprofit,13,Stride Urban Edge,806.0,+223 361-166-8018,Latviya,true,5,8732816.82,21%,medium,65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,192833081.0,19283308.1,550.95M,550951660.0,impulsehappyminds@falsegmail.com,Europa,Macedonia,1120,27%,2.1,false,293,Logistics,3,Impulse Happy Minds,3075.0,+377 597-101-1561,Madagascar,true,2,176304531.2,32%,large,33,,11
false,176203.90333333335,14683.658611111112,607.60K,607599.6666666667,blueconsulting@falsegmail.com,África,Réunion,11,-21%,1.68,true,294,Hospitality,13,Blue Consulting,47.0,+1 784 40-552-1194,Dajabón,true,5,139747.92333333337,23%,small,91,,7
true,1110873.456,85451.8043076923,5.85M,5846702.4,radiantgrid@falsegmail.com,Europa,Germany,72,18%,2.61,false,295,Construction,12,Radiant Grid,281.0,+355 288-836-6809,Sachsen-Anhalt,true,10,1110873.456,19%,small,108,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
false,1080983168913.0223,120109240990.33582,3.18T,3179362261508.889,imurbanedge@falsegmail.com,Europa,Portugal,314108,14%,4.59,false,296,Logistics,6,Im Urban Edge,331341.0,+7 232-454-3052,Konin,true,1,985602301067.7556,31%,global,48,,8
false,48523720.26,4411247.296363636,103.24M,103241958.0,vibebuffer@falsegmail.com,Asia,Macao,267,-7%,1.29,true,297,Legal Services,4,Vibe Buffer,362.0,+373 118-819-8585,Kamenjane,false,5,14453874.12,14%,medium,40,,10
true,2067771973.394286,187979270.30857146,9.40B,9398963515.428572,nextfreshtomato@falsegmail.com,Asia,Macao,12008,22%,3.31,false,298,Energy,12,Next Fresh Tomato,30613.0,+373 499-245-6918,Kisela Voda,false,5,1597823797.622857,17%,extra,60,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,6397.2,492.09230769230766,35.54K,35540.0,wavelengthbluesky@falsegmail.com,Asia,Macao,1,31%,2.56,true,299,Energy,4,Wavelength Blue Sky,4.0,+373 143-976-1059,Sveti Nikole,true,3,7463.4,21%,micro,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,4
true,292751.22,29275.121999999996,1.72M,1722066.0,thrivehollow@falsegmail.com,América,Brazil,27,43%,1.22,false,300,Hospitality,11,Thrive Hollow,75.0,+267 924-597-4152,Rio de Janeiro,true,14,223868.58,13%,small,66,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,177438139.2,16130739.927272726,521.88M,521876880.0,dawncrystalwave@falsegmail.com,América,Brazil,1008,11%,3.5,false,301,Energy,8,Dawn Crystal Wave,4909.0,+267 611-750-7111,Para,false,2,67843994.4,13%,large,32,,4
false,90268471.68,7522372.640000001,311.27M,311270592.0,mergefreshstart@falsegmail.com,América,Suriname,552,-41%,1.14,true,302,Finance,5,Merge Fresh Start,2677.0,+255 572-340-9818,Kronobergs Lan,true,2,43577882.88,14%,large,60,,12
true,677998817720.525,56499901476.71042,1.83T,1832429237082.5,briskskates@falsegmail.com,Europa,Macedonia,188785,-18%,3.8,true,303,Manufacturing,4,Brisk Skates,747240.0,+377 997-540-3018,Madagascar,true,2,568053063495.575,31%,global,48,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,12
false,14305005.0,1100385.0,57.22M,57220020.0,traverseapples@falsegmail.com,Europa,Latvia,208,23%,2.48,false,304,Legal Services,9,Traverse Apples,921.0,+223 663-248-9691,Latviya,true,5,18882606.6,33%,medium,72,,8
true,217812.70285714284,15558.050204081632,806.71K,806713.7142857142,globalbuffer@falsegmail.com,Asia,Monaco,12,22%,2.41,true,305,Logistics,7,Global Buffer,50.0,+52 104-206-4805,not data yet,true,4,306551.2114285714,38%,micro,56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,8
false,14422.57,1109.4284615384615,35.18K,35177.0,nexusgoldenbridge@falsegmail.com,África,Western Sahara,2,6%,1.44,false,306,Hospitality,7,Nexus Golden Bridge,4.0,+966 870-562-9523,Komi,false,5,13367.26,38%,micro,49,,7
false,44904.79714285713,3207.485510204081,204.11K,204112.71428571426,zephyrvirtualpath@falsegmail.com,Europa,Germany,3,15%,4.44,true,307,Food & Beverage,8,Zephyr Virtual Path,5.0,+355 186-420-4502,Rheinland-Pfalz,false,5,73480.57714285713,36%,micro,80,,10
true,80765.6,8973.955555555556,403.83K,403828.0,nexusrelay@falsegmail.com,Europa,Portugal,8,27%,3.9,true,308,Finance,13,Nexus Relay,10.0,+7 489-700-3432,Krakow,true,12,161531.2,40%,micro,65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
true,471325.68,36255.82153846154,1.39M,1386252.0,thrivecore@falsegmail.com,Europa,Luxembourg,20,9%,1.39,true,309,Food & Beverage,9,Thrive Core,65.0,+230 39-633-7178,Litva,true,5,554500.8,40%,small,63,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,51552.48,3682.32,171.84K,171841.6,sparkvirtualpath@falsegmail.com,América,Mexico,2,17%,4.15,true,310,Logistics,5,Spark Virtual Path,10.0,+262 733-795-7497,Diekirch,false,2,44678.816000000006,26%,micro,30,,6
false,440435.43333333335,40039.58484848485,2.59M,2590796.666666667,metaspace@falsegmail.com,Asia,Monaco,23,-23%,4.42,false,311,Energy,13,Meta Space,64.0,+52 979-615-4895,not data yet,true,4,414527.46666666673,16%,small,117,,9
false,1535528.942857143,109680.63877551022,3.27M,3267082.8571428573,westvirtualpath@falsegmail.com,América,Paraguay,59,-31%,1.41,false,312,Agriculture,7,West Virtual Path,168.0,+1 69-278-4228,Papua New Guinea,true,3,1012795.6857142858,31%,small,84,,12
false,359439504.768,25674250.34057143,1.50B,1497664603.2,uniquegauge@falsegmail.com,América,United States of America,2608,16%,1.24,true,313,Healthcare,11,Unique Gauge,7552.0,+20 316-721-8165,Texas,true,4,314509566.672,21%,extra,33,,3
false,708072276425.44,64370206947.767265,1.51T,1506536758352.0,thriveedge@falsegmail.com,Asia,Afghanistan,218928,-4%,1.33,true,314,Education,5,Thrive Edge,698978.0,+93 844-708-4041,Afghanistan,true,3,677941541258.4,45%,global,55,,11
false,6765585.2,615053.2000000001,15.03M,15034633.777777778,edgeumbra@falsegmail.com,Europa,Luxembourg,136,-3%,3.8,true,315,Logistics,7,Edge Umbra,244.0,+230 218-227-7435,Litva,true,2,4510390.133333333,30%,medium,77,,11
true,848251946178.2144,77113813288.92857,2.83T,2827506487260.7144,themagicbean@falsegmail.com,América,Mexico,387053,-4%,2.62,true,316,Healthcare,5,The Magic Bean,529576.0,+262 390-735-3129,Diekirch,true,2,650326492069.9644,23%,global,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,10
false,13551346.2,1129278.8499999999,32.27M,32265110.0,edgeapples@falsegmail.com,Europa,Luxembourg,155,31%,4.37,false,317,Transportation,6,Edge Apples,759.0,+230 880-514-1239,Litva,true,4,8066277.5,25%,medium,36,,6
false,22278399.0,1713723.0,44.56M,44556798.0,greengauge@falsegmail.com,Australia y Oceanía,Papua New Guinea,143,12%,1.4,true,318,Real Estate,11,Green Gauge,622.0,+351 826-497-4853,Herrera,true,7,16486015.26,37%,medium,66,,6
true,105564.13714285713,9596.73974025974,293.23K,293233.71428571426,isurbanedge@falsegmail.com,Asia,Afghanistan,6,-11%,4.56,true,319,Healthcare,8,Is Urban Edge,29.0,+93 488-163-3561,Afghanistan,true,3,108496.47428571427,37%,micro,104,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,13
false,2121463347.6666665,212146334.76666665,8.49B,8485853390.666666,omnigoldenbridge@falsegmail.com,Asia,Monaco,9419,7%,3.16,false,320,Retail,13,Omni Golden Bridge,28386.0,+52 637-154-7179,not data yet,true,14,2885190152.8266664,34%,extra,117,,9
true,31437572.319999997,2619797.693333333,95.27M,95265370.66666666,softcreative@falsegmail.com,Australia y Oceanía,Papua New Guinea,238,38%,4.25,true,321,Hospitality,11,Soft Creative,752.0,+351 156-220-9352,Colón,false,6,33342879.73333333,35%,medium,33,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,3
true,203633812.2,22625979.133333333,522.14M,522137980.0,omnistudios@falsegmail.com,América,Venezuela,1060,-18%,2.61,false,322,Nonprofit,13,Omni Studios,2616.0,+84 728-835-6349,Thai Nguyen,false,4,198412432.4,38%,large,65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,191635272.86222222,13688233.775873017,407.73M,407734623.1111111,summitpureenergy@falsegmail.com,Europa,Germany,829,-2%,1.77,false,323,Food & Beverage,9,Summit Pure Energy,1181.0,+355 539-917-2960,Mecklenburg-Vorpommern,true,1,110088348.24,27%,large,45,,5
false,1201036060328.777,85788290023.48409,5.00T,5004316918036.571,brightvirtualreality@falsegmail.com,Asia,Monaco,351731,24%,4.75,false,324,Transportation,7,Bright Virtual Reality,915391.0,+52 309-741-6146,not data yet,false,5,1851597259673.5312,37%,global,56,,8
false,71091.01999999999,5077.929999999999,169.26K,169264.3333333333,unityconsulting@falsegmail.com,Asia,Afghanistan,13,20%,3.21,false,325,Technology,10,Unity Consulting,24.0,+93 460-120-8491,Afghanistan,false,3,44008.72666666666,26%,micro,40,,4
true,474150976.8,52683441.86666667,1.19B,1185377442.0,southtrack@falsegmail.com,Europa,Svalbard and Jan Mayen,1164,5%,2.33,false,326,Logistics,4,South Track,4621.0,+66 102-838-6359,Schaffhausen,false,3,533419848.9,45%,extra,36,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,9
false,355706156560.596,32336923323.690548,1.55T,1546548506785.2,clarityunion@falsegmail.com,América,Paraguay,446766,16%,1.62,true,327,Entertainment,4,Clarity Union,2136256.0,+1 108-282-4485,Papua New Guinea,true,3,355706156560.596,23%,global,24,,6
true,5375824752.616,597313861.4017777,15.81B,15811249272.4,primeelement@falsegmail.com,Asia,Afghanistan,9721,27%,2.87,false,328,Real Estate,10,Prime Element,16004.0,+93 325-126-1091,Afghanistan,false,11,2846024869.032,18%,extra,50,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,5
false,18750063.488333333,1704551.2262121213,45.73M,45731862.166666664,riseeasyflow@falsegmail.com,Europa,Latvia,191,-4%,4.93,false,329,Food & Beverage,8,Rise Easy Flow,904.0,+223 958-373-5373,Latviya,true,1,16006151.758333333,35%,medium,88,,11
true,825259779916.0,63481521532.0,1.88T,1875590408900.0,fluxorbit@falsegmail.com,Europa,Latvia,340365,31%,3.48,true,330,Retail,12,Flux Orbit,1481685.0,+223 68-906-7796,Latviya,true,10,281338561335.0,15%,global,72,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,22191298.01,1585092.715,105.67M,105672847.66666667,zenithsolutions@falsegmail.com,Australia y Oceanía,French Polynesia,254,-44%,1.33,false,331,Real Estate,8,Zenith Solutions,803.0,+00 801-677-6177,Arequipa,true,2,41212410.59,39%,medium,96,,12
true,116038.5,10548.954545454546,464.15K,464154.0,radiantsolarpower@falsegmail.com,Asia,Monaco,12,22%,2.83,true,332,Entertainment,8,Radiant Solar Power,55.0,+52 937-644-2737,not data yet,true,5,125321.58,27%,micro,56,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,820640.1857142857,63126.16813186813,2.00M,2001561.4285714286,smartsolutions@falsegmail.com,América,Suriname,45,32%,4.67,true,333,Healthcare,11,Smart Solutions,173.0,+255 554-544-8825,Jamtlands Lan,true,8,840655.8,42%,small,88,,8
true,133914904.948,13391490.4948,704.82M,704815289.1999999,dawnyield@falsegmail.com,América,Argentina,1111,17%,4.98,false,334,Manufacturing,6,Dawn Yield,2520.0,+54 416-452-3152,Córdoba,true,1,98674140.48799999,14%,large,36,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
false,1686347717868.0,168634771786.8,3.83T,3832608449700.0,keenconsulting@falsegmail.com,América,Mexico,452700,78%,5.1,true,335,Hospitality,10,Keen Consulting,455779.0,+262 204-412-8467,Luxembourg,false,13,1686347717868.0,44%,global,30,,3
true,14986815.3,1152831.946153846,49.96M,49956051.0,quasarvector@falsegmail.com,América,Suriname,265,-27%,1.15,true,336,Food & Beverage,13,Quasar Vector,375.0,+255 682-631-3317,Kalmar Lan,false,5,6494286.63,13%,medium,91,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,7
false,51072.84,5107.284,130.96K,130956.0,onesmartmove@falsegmail.com,África,Réunion,14,15%,2.63,true,337,Transportation,12,One Smart Move,47.0,+1 784 440-724-4811,Elías Piña,false,9,56311.08,43%,micro,108,,9
true,805096.0439999999,61930.464923076914,2.98M,2981837.1999999997,northstream@falsegmail.com,Asia,Monaco,38,4%,3.42,false,338,Construction,7,North Stream,169.0,+52 67-695-8662,not data yet,false,3,1222553.2519999999,41%,small,77,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,11
false,6471.072000000001,497.7747692307693,13.48K,13481.400000000001,flickerlinkage@falsegmail.com,Australia y Oceanía,French Polynesia,2,2%,2.15,true,339,Automotive,7,Flicker Linkage,6.0,+00 479-559-3709,Ucayali,true,4,3370.3500000000004,25%,micro,70,,10
true,705371.1,70537.11,2.02M,2015346.0,westcode@falsegmail.com,América,Argentina,30,29%,4.72,false,340,Healthcare,13,West Code,113.0,+54 667-281-2118,Catamarca,true,13,584450.34,29%,small,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW2S4gNNATLYxRJZI6CBIYnf0_Lb8TycUPOQ&s,6
